Number,Name,Deployment State,Incident State,Type,Phone1,Phone2,Fax,E-Mail,Address,Note,Project
1024000871,Takko CRO,Functional,Operational,Shop,,,,,,,109
1024000872,Takko SLO,Functional,Operational,Shop,,,,,,,109
1024000873,7896 - Women Secret Kralja Milana BG,Functional,Operational,Shop,,,,,Kralja Milana 17,,107
1024000874,O520 Jysk Krsko,Functional,Operational,Shop,,,,,Cesta Krških Žrtev 141,,106
1024000875,Fiscal Solutions Beograd,Functional,Operational,Shop,,,,,Vojvode Stepe 607A,,1
1024000876,Fiscal Solutions Nis,Functional,Operational,Shop,,,,,Patrisa Lumumbe 47/4a,,2
1024000877,POS Mercator NS,Functional,Operational,Shop,,,,,Temerinski put 50,,112
1024000878,Idea Uprava BG,Functional,Operational,Shop,,,,,,,112
1024000879,Takko HQ SLO,Functional,Operational,Shop,,,,,,,109
1024000880,NKD 5037 Osijek - R.K. Doma,Functional,Operational,Shop,,,,,Ive Tijardovića 4a,,121
1024000881,0031 Deichmann Celje,Functional,Operational,Shop,,,,,Bežigrajska cesta 16,,108
1024000882,C&A Moda Ljubljana,Functional,Operational,Shop,,,,,Building No 53 Šmartinska cesta 106,,110
1024000883,Peek & Cloppenburg SLO,Functional,Operational,Shop,,,,,,,120
1024000884,Peek & Cloppenburg CZ,Functional,Operational,Shop,,,,,,,120
1024000885,Deichmann HR,Functional,Operational,Shop,,,,,,,108
1024000886,Deichmann CZ,Functional,Operational,Shop,,,,,Brno Business Park Londýnské náměstí 853/1 - Budova 1,,108
1024000887,NKD Moda d.o.o. SLO,Functional,Operational,Shop,,,,,Ulica XIV. Divizije 12,,121
1024000888,LPP CZ,Functional,Operational,Shop,,,,,,,122
1024000889,Decathlon CZ,Functional,Operational,Shop,,,,,,,123
1024000890,Jysk CZ,Functional,Operational,Shop,,,,,,,106
1024000891,OBI CZ,Functional,Operational,Shop,,,,,,,161
1024000892,Takko CZ,Functional,Operational,Shop,,,,,,,109
1024000893,Prada CZ,Functional,Operational,Shop,,,,,,,165
1024000894,Claires CZ,Functional,Operational,Shop,,,,,,,166
1024000895,Benetton CZ,Functional,Operational,Shop,,,,,,,167
1024000896,Bvlgari CZ,Functional,Operational,Shop,,,,,,,168
1024000897,Loro Piana CZ,Functional,Operational,Shop,,,,,,,169
1024000898,Infomedica,Functional,Operational,Shop,,,,,,,170
1024000899,Smart d.o.o. Novi Sad,Functional,Operational,Shop,,,,,Trg Mladenaca 5,,1
1024000900,X720 Jysk Kakanj,Functional,Operational,Shop,,,,,Alije Izetbegovića bb,,106
1024000901,V642 Jysk Korcula,Functional,Operational,Shop,,,,,Ante Starčevića 6,,106
1024000902,Sephora BG BIG Fashion,Functional,Operational,Shop,,,,,Visnjicka 84,,117
1024000903,RS0513 / W1C67397,Functional,Operational,Shop,,,,,Visnjicka 84,,115
1024000904,7794 - Springfield BG Big Fashion,Functional,Operational,Shop,,,,,Visnjicka 84,,107
1024000905,7897 - Women Secret BG Big Fashion,Functional,Operational,Shop,,,,,Visnjicka 84,,107
1024000906,0029 Deichmann Big Fashion Mall BG,Functional,Operational,Shop,,,,,Visnjicka 84,,108
1024000907,7809 - Women Secret BL Centar,Retired,Operational,Shop,051/241-466,,,,Veselina Maslese 19,,107
1024000908,LCW RS13 Beograd BIG Fashion,Functional,Operational,Shop,,,,,Visnjicka 84,,146
1024000909,M0257 Koton (old M684) Sarajevo SCC,Functional,Operational,Shop,033 733-130,,,,Vrbanja 1,,145
1024000910,Gordon d.o.o. Subotica,Functional,Operational,Shop,,,,,14. Nova br. 2,,1
1024000911,Y130 Jysk Novi Pazar,Functional,Operational,Shop,,,,,Čerkez Mahala bb,,106
1024000912,Decathlon Trgovina 1575 Osijek,Functional,Operational,Shop,031 544 100,,,,Svilajska 36,,123
1024000913,Deichmann Austria,Functional,Operational,Shop,,,,,,,108
1024000914,Peek & Cloppenburg Austria,Functional,Operational,Shop,,,,,,,120
1024000915,OBI Austria,Functional,Operational,Shop,,,,,,,161
1024000916,Loro Piana Austria,Functional,Operational,Shop,,,,,,,169
1024000917,Prada Austria,Functional,Operational,Shop,,,,,,,165
1024000918,Orsay Austria,Functional,Operational,Shop,,,,,,,171
1024000919,Pimkie Austria,Functional,Operational,Shop,,,,,,,172
1024000920,Desigual Austria,Functional,Operational,Shop,,,,,,,173
1024000921,Salvatore Ferragamo Austria,Functional,Operational,Shop,,,,,,,174
1024000922,Sorelle Ramonda Austria,Functional,Operational,Shop,,,,,,,175
1024000923,C.W.F. Austria,Functional,Operational,Shop,,,,,,,176
1024000924,Petit Bateau Austria,Functional,Operational,Shop,,,,,,,177
1024000925,Hotel Trogir,Functional,Operational,Shop,,,,,,,178
1024000926,NKD 5038 Kutina,Functional,Operational,Shop,,,,,Kolodvorska 27,,121
1024000927,RS07 Kragujevac Plaza,Functional,Operational,Shop,,,,,"Bulevar Kraljice Marije 56, lokal 110B",,146
1024000928,Jysk SLO,Functional,Operational,Shop,,,,,,,106
1024000929,Decathlon Maribor 701615,Functional,Operational,Shop,,,,,Tržaška cesta 14,,123
1024000930,Idea 541 Subotica,Functional,Operational,Shop,,,,,Petefi Sandora 3-5,,112
1024000931,LDC 828 Mesa - Ugrinovci,Functional,Operational,Shop,,,,,Ugrinovacki put bb,,112
1024000932,Koton - M0746 Tangier City Mall (old S049),Functional,Operational,Shop,,,,,Route Tanja El Balia,,145
1024000933,RS0512 Kragujevac Plaza,Functional,Operational,Shop,,,,,Bul. Kraljice Marije 23,,115
1024000934,LCW RS08 Beograd Vozdovac,Functional,Operational,Shop,,,,,"Zaplanjska 32, lokal 0/8a",,146
1024000935,Y132 Jysk BG TC Rakovica,Functional,Operational,Shop,,,,,Ulica Patrijarha Dimitrija bb,,106
1024000936,LPP Reserved Beograd Big,Functional,Operational,Shop,,,,lppreservedbgsp@gmail.com,Visnjicka 84,,122
1024000937,LCW RS12 Novi Pazar,Functional,Operational,Shop,,,,,Zitni trg bb,,146
1024000938,Y131 Jysk Valjevo,Functional,Operational,Shop,,,,,Bulevar palih ratnika 91-92,,106
1024000940,LCW RS05 StopShop Cacak,Functional,Operational,Shop,,,,,Bulevar Vuka Karadzica 86/86a,,146
1024000941,Roda 543 MM Lazarevac,Functional,Operational,Shop,,,,roda543mmlazarevac@gmail.com,Zeleznicka bb,,112
1024000942,0021 Deichmann Sombor,Functional,Operational,Shop,,,,0021deichmannnis@gmail.com,Strosmajerova bb,,108
1024000943,7778 - Springfield Rajiceva,Functional,Operational,Shop,,,,tien7778@spf.com,Rajiceva 1,,107
1024000944,5519 Takko Sombor,Functional,Operational,Shop,,,,Sombor.5519@takko.rs,Stosmajerova bb,,109
1024000945,LCW RS15 Lazarevac,Functional,Operational,Shop,,,,rs15lcwlazarevac@gmail.com,Zeleznicka bb,,146
1024000946,RS756 C&A Fashion Sombor Capitol park,Functional,Operational,Shop,,,,RS756somborcapitol@gmail.com,Strosmajerova bb,,110
1024000947,0023 Deichmann Smederevo,Functional,Operational,Shop,,,,0023deichmannsmederevo@gmail.com,"Salinacka bb, Shoppi",,108
1024000948,RS0514 / W1C89319,Functional,Operational,Shop,,,,,"Salinacka bb, Shoppi",,115
1024000949,7779 - Springfield Smederevo,Functional,Operational,Shop,,,,tien7779@spf.com,"Salinacka bb, Shoppi",,107
1024000950,0017 Deichmann Rakovica,Functional,Operational,Shop,,,,0017deichmannrakovica@gmail.com,Patrijarha Dimitrija 14,,108
1024000951,RS16 LCW Shoppi Smederevo,Functional,Operational,Shop,,,,,"Salinacka bb, 11300 Smederevo",,146
1024000952,L’Oreal Balkan HQ Belgrade,Functional,Operational,Shop,,,,lorelarbalkan@gmai.com,Bulevar Zorana Djindjica 64a,,179
1024000953,CTAC B.V. Headquarter,Functional,Operational,Shop,+31 (0)73 692 0692,+31 (0)6 55 696 516,+31 (0) 73 692 06 88,Ivo.van.der.raad@ctac.nl,Meerendonkweg 11,,181
1024000954,LCW RS18 Rakovica Beograd,Functional,Operational,Shop,,,,,Patrijarha Dimitrija 14,,146
1024000955,0030 Deichmann Kraljevo,Functional,Operational,Shop,,,,0030deichmannkraljevo@gmail.com,Dusana Popovica 40-74,,108
1024000956,X721 Jysk Cazin,Functional,Operational,Shop,,,,x721jyskcazin@gmail.com,Mala lisa bb,,106
1024000957,Takko 5520 Kraljevo,Functional,Operational,Shop,,,,kraljevo.5520@takko.rs,Dusana Popovica BB,,109
1024000958,LCW RS19 Kraljevo,Functional,Operational,Shop,,,,lcwrs19kraljevo@gmail.com,Dusana Popovica BB,,146
1024000959,Loreal Beograd Terazije NYX professional makeup,Functional,Operational,Shop,,,,lorealterazijebeograd@gmail.com,Terazije 12,,179
1024000960,Roda 544 MM Pirot,Functional,Operational,Shop,,,,roda544mmpirot@gmail.com,Lava Tolstoja bb,,112
1024000961,Silverbyte headquarter,Functional,Operational,Shop,,,,,,,183
1024000962,9360 Women Secret Stadion BG,Functional,Operational,Shop,,,,tien9360@womensecret.com,Zaplanjska 32,,107
1024000963,Koton - S267 Marrakech Morocco Menara,Functional,Operational,Shop,,,,s267kotonmarrakech@gmail.com,"Avenue Prince Moulay Rachid, Menara Mall,",,145
1024000964,9329 Women Secret Zagreb,Functional,Operational,Shop,099 388 1799,01 6289 996,,tien9329@womensecret.com,"Ilica, 28",,107
1024000965,Salvatore Ferragamo France HQ,Functional,Operational,Shop,,,,salvatoreferragamofrance_sp@gmail.com,,,174
1024000966,Roda Kutak 512 Novi Sad,Functional,Operational,Shop,,,,,Trg Slobode bb,,112
1024000967,Exorigo-Upos HQ Warszawa,Functional,Operational,Shop,,,,exorigoupospoland@gmail.com,Kolejowa 5/7,,179
1024000968,"Sergent Major HQ Wien, Austria",Functional,Operational,Shop,,,,sergentmajor@gmail.com,,,184
1024000969,"Jacadi HQ Wien, Austria",Functional,Operational,Shop,,,,jacadiwien@gmail.com,,,185
1024000970,9454 Fifty Factory IMMO Beograd,Functional,Operational,Shop,011 / 216-79-12,011 / 217-52-58,,tien9450@fiftyfactory.com,Gandijeva 21,,107
1024000971,0019 Deichmann Mostar,Functional,Operational,Shop,,,,0019deichmannmostar@gmail.com,Put M-17 broj 5,,108
1024000972,Giorgio Armani SpA HQ,Functional,Operational,Shop,,,,giorgioarmani@gmail.com,39 Av. Victor Hugo,,186
1024000973,RS0515 - H&M Sabac Capitol Park,Functional,Operational,Shop,,,,RS0515hmsabac@gmail.com,Zapada Transverzala I br. 4,,115
1024000974,"Parfois 106, Salzburg",Functional,Operational,Shop,,,,parfois106@gmail.com,"Europark Shopping, Shop No. 106",,180
1024000975,X723 Jysk Citluk,Functional,Operational,Shop,,,,x723jyskcitluk@gmail.com,"Gospodarska zona bb, Park and Shop",,106
1024000976,0022 Deichmann Pozarevac,Functional,Operational,Shop,,,,0022deichmannpozarevac@gmail.com,Djure Djakovica bb,,108
1024000977,Roda MM 549 Vrsac,Functional,Operational,Shop,,,,roda549mmvrsac@gmail.com,Bul. Miloša Obilića bb,,112
1024000978,Emmezeta Cacak,Functional,Operational,Shop,,,,emmezetacacak@gmail.com,Ibarski put bb,,159
1024000979,0028 Deichmann Vrsac,Functional,Operational,Shop,,,,0028deichmannvrsac@gmail.com,Ulica Milosa Obilica bb,,108
1024000980,9328 Women Secret Zadar,Functional,Operational,Shop,099/589-8863,,,tien9328@womensecret.com,Ulica akcija Maslenica 1,,107
1024000981,LPP Reserved Pozarevac,Functional,Operational,Shop,,,,lppreservedpozarevac@gmail.com,Djure Djakovica bb,,122
1024000982,LPP Reserved Vrsac,Functional,Operational,Shop,,,,lppreservedvrsac@gmail.com,Milosa Obilica bb,,122
1024000983,LCW RS22 Vrsac Waikiki,Functional,Operational,Shop,,,,rs22vrsac@gmail.com,Milosa Obilica bb,,146
1024000984,LPP Slovenia Reserved Fashion d.o.o.,Functional,Operational,Shop,+48 572 663 798,,,Sebastian.Rydel@lppsa.com,Brodišče 012,,122
1024000985,LCW RS20 Beograd knez,Functional,Operational,Shop,,,,lcwrs20bgknez@gmail.com,Knez Mihajla 44,,146
1024000986,5521 Takko Pozarevac,Functional,Operational,Shop,,,,pozarevac.5521@takko.rs,Djure Djakovica bb,,109
1024000987,Decathlon Celje 701907,Functional,Operational,Shop,,,,decathlonceljesp@gmail.com,Mariborska cesta 128,,123
1024000988,New Yorker CZ Headquater,Functional,Operational,Shop,,,,newyorkercz@gmail.com,Lidická 63a,,188
1024000989,9406 Springfield Stadion Beograd,Functional,Operational,Shop,,,,tien9406@spf.com,Zaplanjska 32,,107
1024000990,New Yorker SLO Headquater,Functional,Operational,Shop,,,,newyorkerslo@gmail.com,Verovškova ulica 55,,188
1024000991,TINKAL GmbH Austria,Functional,Operational,Shop,,,,tinkalgmbh@gamil.com,Pischeldorfer Straße 107,,190
1024000992,X722 Jysk Gradiska,Functional,Operational,Shop,,,,X722Jyskgradiska@gmail.com,Braće Manojlović bb,,106
1024000993,LCW RS17 Nis Obrenoviceva,Functional,Operational,Shop,,,,rs22nislcw@gmail.com,Obrenoviceva 42,,146
1024000994,LCW RS14 Jagodina Waikiki,Functional,Operational,Shop,,,,rs14jagodina@gmail.com,"Vuka Bojovica bb, lokal D5",,146
1024000995,LCW RS21 Pozarevac,Functional,Operational,Shop,,,,rs21pozarevac@gmail.com,Djure Djakovica bb,,146
1024000996,Decathlon Trgovina 1576 Split,Functional,Operational,Shop,,,,,"Antuna Gustava Matoša 10, 21210 Solin",,123
1024000997,Idea Kutak 313 Novi Sad,Functional,Operational,Shop,,,,ideakutak313@gmail.com,"Temerinski put 50, skladište 826",,112
1024000998,LPP Reserved Lazarevac Stop Shop,Functional,Operational,Shop,,,,lppreservedlazarevac@gmail.com,Zeleznicka ulica,,122
1024000999,9407 SPF Beograd Vuk,Functional,Operational,Shop,,,,tien9407@spf.com,Bulevar Kralja Aleksandra 98,,107
1024001000,Ikea Knez Mihajlova PopUp store,Functional,Operational,Shop,,,,ikeaknezbg@gmail.com,Knez Mihailova 5,,119
1024001001,CS 829 Novi Sad,Functional,Operational,Shop,,,,cs829@gmail.com,"Temerinski put 50, skladište 829",,112
1024001002,LPP Reserved Big Novi Sad,Functional,Operational,Shop,,,,lppnsbigreserved@gmail.com,Sentandrejski put 11,,122
1024001003,Emmezeta Nis,Functional,Operational,Shop,,,,xyzemmezetanis@gmail.com,Majakovskog bb,,159
1024001004,LCW RS23 Zemun park,Functional,Operational,Shop,,,,rs23zemun@gmail.com,Autoput za Novi Sad 124-126,,146
1024001005,Loreal NYX Zagreb CCOW,Functional,Operational,Shop,+385 1 4094 741,,,loreal.nyx.zgccow@gmail.com,"Jankomir 33, 10000 Zagreb",,179
1024001006,Loreal Kiehls Zagreb CCO West,Functional,Operational,Shop,38514952124,,,loreal.kiehls.zgccow@gmail.com,"Jankomir 33, 10000 Zagreb",,179
1024001007,Loreal Kiehls Zagreb Arena,Functional,Operational,Shop,,,,loreal.kiehls.zgarena@gmail.com,"Vice Vukova 6, 10000 Zagreb",,179
1024001008,Loreal NYX Professional MakeUp Arena Centar Zagreb,Retired,Incident,Shop,,,,loreal.nyx.zgarena@gmail.com,"Vice Vukova 6, 10000 Zagreb",,179
1024001009,Loreal NYX Zagreb Ilica,Retired,Incident,Shop,,+385 91 6311 902,,loreal.nyx.zgilica@gmail.com,"Ilica 19, 10000 Zagreb",,179
1024001010,Loreal Kiehls Zadar Supernova,Functional,Operational,Shop,+385 23 643 788,,,loreal.kiehls.zdsupernova@gmail.com,"Akcije Maslenica 1, 23000 Zadar",,179
1024001011,Loreal Kiehls Split CCO,Functional,Operational,Shop,+385 21 585 5469,+385 95 1998 077,,loreal.kiehls.stcco@gmail.com,"Vukovarska 207, 21000 Split",,179
1024001012,Loreal NYX Split CCO,Functional,Operational,Shop,,+385 91 6311 961,,loreal.nyx.stcco@gmail.com,"Vukovarska 207, 21000 Split",,179
1024001013,Casual Food SLO SQ,Functional,Operational,Shop,,,,,,,191
1024001014,9330 Women Secret Varazdin,Retired,Incident,Shop,,,,tien9330@womensecret.com,"Ul. Grada Lipika 15, 42204, Donji Kneginec",zatvorena 22.09.2023.,107
1024001015,Koton - M1009 Marrakech PopUp,Functional,Operational,Shop,,,,STOREM1009@koton.com.tr,,,145
1024001016,0031 Deichmann Novi Sad Promenada,Functional,Operational,Shop,,,,0031deichmannns@gmail.com,"Bulevar Oslobođenja 119, Trzni centar Promenada",,108
1024001017,9361 Women Secret BIG Fashion Novi Sad,Functional,Operational,Shop,,,,tien9361@womensecret.com,Bulevar Oslobodjenja i Bulevar Cara Lazara BIG Fashion,,107
1024001018,7795 Springfield Promenada Novi Sad,Functional,Operational,Shop,,,,tien7795@spf.com,Bulevar Oslobodjenja i Bulevar Cara Lazara,,107
1024001019,9331 Women Secret Pula Stoja,Functional,Operational,Shop,,,,tien9331@womensecret.com,"Negrijeva ulica 5, 52100 Pula",,107
1024001020,LCW RS25 Promenada Novi Sad,Functional,Operational,Shop,,,,rs25promenadans@gmail.com,"Ugao bul.Oslobodjenja i bul.Cara Lazara, lokal G235,F195",,146
1024001021,LPP Cropp Novi Sad Promenada,Functional,Operational,Shop,,,,lppnspromenadacropp@gmail.com,"Ugao Bul.Oslobodjenja i Cara Lazara, TC Promenada",,122
1024001022,Loreal CRO HQ,Functional,Operational,Shop,,,,,Slavonska avenija 1c - nova adresa,,179
1024001023,9551 Springfield Pula Stoja,Functional,Operational,Shop,,,,tien9551@spf.com,"Negrijeva ulica 5, 52100 Pula",,107
1024001024,9552 Women Secret Pula,Malfunctioned,Incident,Shop,,,,tien9552@womensecret.com,,,107
1024001025,Idea 550 Novi Becej,Functional,Operational,Shop,,,,mp550@mercator.rs,Maršala Tita 9,,112
1024001026,Lidl HQ,Functional,Operational,Shop,+381 11 6554000,,,kontakt@lidl.rs,Prva juzna radna br. 3,,193
1024001027,Burger King HQ,Functional,Operational,Shop,,,,dns.krvc@gmail.com,Bani 75,,194
1024001029,0020 Deichmann Prijedor,Functional,Operational,Shop,,,,0020deichmennprijedor@gmail.com,"Ugao ulica 1.Maja i novoprojektovane ulice 107, TC Bingo",,108
1024001030,Koton Textil Limited HQ,Functional,Operational,Shop,,,,kotontextilelimited@gmail.com,Bulevar Vojvode Misica 15,,145
1024001031,Tendam HQ Bosnia,Functional,Operational,Shop,,,,Tendam_hq@gmail.com,,,107
1024001032,LPP Headquarters,Functional,Operational,Shop,,,,,,,122
1024001033,BAHAM0301 H&M Banja Luka,Functional,Operational,Shop,,,,hmbanjaluka@gmail.com,Bulevar srpske vojske,,115
1024001034,0021 Deichmann Banja Luka,Functional,Operational,Shop,,,,0020deichmennbanjaluka@gmail.com,Bulevar srpske vojske 8,,108
1024001035,Jysk HQ,Functional,Operational,Shop,,,,jyskhq@gmail.com,Damira Tomljanovića Gavrana 11/6,,106
1024001037,9411 Springfield Banja Luka,Functional,Operational,Shop,,,,tien9411@spf.com,Bulevar srpske vojske 8,,107
1024001038,7810 Women Secret Banja Luka,Functional,Operational,Shop,,,,tien7810@womensecret.com,Bulevar srpske vojske 8,,107
1024001039,LPP House Novi Sad Promenada,Functional,Operational,Shop,,,,lppnspromenadahouse@gmail.com,Ugao Bul.Oslobodjenja i Cara Lazara,,122
1024001040,LPP Mohito Novi Sad Promenada,Functional,Operational,Shop,,,,lppnspromenadamohito@gmail.com,Ugao Bul.Oslobodjenja i Cara Lazara,,122
1024001041,LPP Reserved Novi Sad Promenada,Functional,Operational,Shop,,,,lppnspromenadareserved@gmail.com,Ugao Bul.Oslobodjenja i Cara Lazara,,122
1024001042,LPP Sinsay Novi Sad Promenada,Functional,Operational,Shop,,,,lppnspromenadasinsay@gmail.com,Ugao Bul.Oslobodjenja i Cara Lazara,,122
1024001043,LPP Cropp Banja Luka Delta Planet,Functional,Operational,Shop,,,,lppcroppdeltabl@gmail.com,"Bulevar Srpske Vojske 8, TC Delta Planet",,122
1024001044,LPP House Banja Luka Delta Planet,Functional,Operational,Shop,,,,lpphousedeltabl@gmail.com,"Bulevar Srpske Vojske 8, TC Delta Planet",,122
1024001045,LPP Mohito Banja Luka Delta Planet,Functional,Operational,Shop,,,,lppmohitodeltabl@gmail.com,"Bulevar Srpske Vojske 8, TC Delta Planet",,122
1024001046,LPP Sinsay Big Novi Sad,Functional,Operational,Shop,,,,lppnsbigsinsay@gmail.com,Sentandrejski put 11,,122
1024001047,LPP Sinsay Lazarevac Stop Shop,Functional,Operational,Shop,,,,lppsinsaylazarevac@gmail.com,Zeleznicka ulica,,122
1024001048,LPP Sinsay Pozarevac,Functional,Operational,Shop,,,,lppsinsaypozarevac@gmail.com,Djure Djakovica bb,,122
1024001049,LPP Sinsay Vrsac,Functional,Operational,Shop,,,,lppsinsayvrsac@gmail.com,Milosa Obilica bb,,122
1024001050,Emmezeta Headquarters,Functional,Operational,Shop,,,,M.Filipovic@emmezeta.hr,Velimira Škorpika 25,,159
1024001051,0033 Deichmann Ljubljana,Functional,Operational,Shop,,,,0033deichmannljubljana@gmail.com,Šmartinska cesta 152g,,108
1024001052,Idea Super 488,Functional,Operational,Shop,,,,mp488@mercator.rs,Gerberova 12,,112
1024001053,0028 Deichmann Radovljica,Functional,Operational,Shop,,,,0028deichmannradovljica@gmail.com,Gradnikova cesta 1C,,108
1024001054,Y134 Jysk Zajecar,Functional,Operational,Shop,,,,Y134JyskZajecar@gmail.com,Zaječar Capitol Park,,106
1024001055,Fifty Factory 9625 Sesvetski Kraljevac - Zagreb,Functional,Operational,Shop,,,,tien9625@grupocortefiel.com,"Ulica Alfreda Nobela 4, Sop",,107
1024001056,"M0745 Koton, Rabat Morocco",Functional,Operational,Shop,+212 638 186235,,,managerm0745@koton.com.tr,Ryad Square,,145
1024001057,0033 Deichmann Leskovac,Functional,Operational,Shop,,,,0033deichmannleskovac@gmail.com,28.marta 10,,108
1024001058,0032 Deichmann Novi Pazar,Functional,Operational,Shop,,,,0032deichmannnovipazar@gmail.com,Cerkez Mahala bb,,108
1024001059,9363 Women Secret Zemun,Functional,Operational,Shop,,,,tien9363@womensecret.com,Glavna 31,,107
1024001060,RS0517 H&M Beograd - Ada Mall,Functional,Operational,Shop,,,,RS0517adamall@gmail.com,,,115
1024001061,0035 Deichmann Zajecar,Functional,Operational,Shop,,,,0035deichmannzajecar@gmail.com,Cupiceva 2,,108
1024001062,LPP Reserved Banja Luka Delta Planet,Malfunctioned,Operational,Shop,,,,lppreserveddeltabl@gmail.com,"Bulevar Srpske Vojske 8, TC Delta Planet",,122
1024001063,9362 Women Secret Beograd Ada Mall,Functional,Operational,Shop,,,,tien9362@womensecret.com,Ada Mall TC,,107
1024001064,7781 Springfield Beograd Ada Mall,Functional,Operational,Shop,,,,tien7781@spf.com,Ada Mall TC,,107
1024001065,LPP Sinsay Leskovac,Functional,Operational,Shop,,,,Stevan.Miljkovic@lppsa.com,"28.marta bb Capitol Park
Leskovac
Srbija",,122
1024001066,LPP Sinsay Beograd Ada Mall,Functional,Operational,Shop,,,,lppbgadasinsay@gmail.com,"Radnicka 9, TC Ada Mall, Beograd",,122
1024001067,LPP Cropp Beograd Ada Mall,Functional,Operational,Shop,,,,lppbgadamallcropp@gmail.com,"Radnicka 9, TC Ada Mall",,122
1024001068,Kiehls Ada Mall Belgrade Loreal,Retired,Incident,Shop,,,,kiehlsadabg@gmail.com,"Radnicka 9, TC Ada Mall, BG",,179
1024001069,Kiehls Zagreb Loreal,Functional,Operational,Shop,,+385 91 6312 081,,antonija.stojanovicerceg@loreal.com,"Supernova Centar Cvjetni BQ POS 10 Zagreb Croatia, Trg Petra Preradovića 6,  10 000 Zagreb,",,179
1024001070,9364 Women Secret Rajiceva Beograd,Functional,Operational,Shop,,,,tien9364@womensecret.com,Rajiceva 1,,107
1024001071,Idea Super 551 Leskovac,Functional,Operational,Shop,,,,mp551@mercator.rs,Bore Piksle bb,,112
1024001072,Headquarters Almeer Bahrain,Functional,Operational,Shop,,,,IT@almeer.com.bh,,,189
1024001073,0036 Deichmann Sremska Mitrovica,Functional,Operational,Shop,,,,0036deichmannsm@gmail.com,Bulevar Konstantina Velikog bb,,108
1024001074,0022 Deichmann Cazin,Functional,Operational,Shop,,,,0022deichmanncazin@gmail.com,Mala Lisa bb,,108
1024001075,Technical Support Service Plus,Functional,Operational,Shop,063 585 120,,,support@serviceplus-it.com,Temerinski put 50,,3
1024001076,Flex-POS Headquater,Functional,Operational,Shop,,,,,Heinrich-Hertz-Str. 10,,108
1024001077,Decathlon Ljubljana Rudnik 2286,Functional,Operational,Shop,,,,,Premrlova ulica 14,,123
1024001078,Idea online 553 Novi Sad,Functional,Operational,Shop,,,,mp553@mercator.rs,Bulevar Oslobodjenja 102,,112
1024001079,0037 Deichmann Krusevac,Functional,Operational,Shop,,,,0037deichmannkg@gmail.com,Krfska 7,,108
1024001080,Y135 Jysk Uzice,Functional,Operational,Shop,,,,Y135JyskUzice@gmail.com,Miloša Obrenovića NEST Retail Park,,106
1024001081,LPP Sinsay Zajecar,Functional,Operational,Shop,,,,LPPSinsayZajecar@gmail.com,"Cupiceva bb, Capitol Park Zajecar",,122
1024001082,LPP House Ada Mall Beograd,Functional,Operational,Shop,,,,Stevan.Miljkovic@lppsa.com,"Radnicka 9, TC Ada Mall, Beograd",,122
1024001083,LPP Mohito Ada Mall Beograd,Functional,Operational,Shop,,,,adamallbgmohito@gmail.com,"Radnicka 9, TC Ada Mall, Beograd",,122
1024001084,LPP Reserved Ada Mall Beograd,Functional,Operational,Shop,,,,reservedadabg@gmail.com,"Radnicka 9, TC Ada Mall, Beograd",,122
1024001085,V646 Jysk Pula,Functional,Operational,Shop,,,,V646JyskPula@gmail.com,"Ulica Rimske Centurijacije 101
52100 Pula",,106
1024001086,X725 Jysk Zivinice,Functional,Operational,Shop,,,,X725JyskZivinice@gmail.com,"I. Ulica 121, Bingo centar
75270 Živinice
Bosna i Hercegovina",,106
1024001087,O521 Jysk Maribor,Functional,Operational,Shop,,,,O521jyskmaribor@gmail.com,Tržaška 87,,106
1024001088,0034 Deichmann Uzice,Functional,Operational,Shop,,,,0034deichmannuzice@gmail.com,Miloša Obrenovića 2,,108
1024001089,CD 830 Pozarevac,Functional,Operational,Shop,,,,cd830@gmail.com,Ratarska 186,,112
1024001090,M947 Koton Morocco Rabat,Functional,Operational,Shop,,,,STOREM947@koton.com.tr,Avenue Inaouin,,145
1024001091,0023 Deichmann Zivinice,Functional,Operational,Shop,,,,0023deichmannzivinice@gmail.com,Prva ulica 121,,108
1024001092,LPP Sinsay Banja Luka Delta Planet,Functional,Operational,Shop,,,,lppsinsaydeltabl@gmail.com,"Bulevar Srpske Vojske 8, TC Delta Planet",,122
1024001093,LPP Sinsay Krusevac,Functional,Operational,Shop,,,,lppsinsaykrusevac@gmail.com,Krfska 37,,122
1024001094,V645 Jysk Supetar Brac,Functional,Operational,Shop,,,,V645jysksupetarbrac@gmail.com,Zedno Drage bb,,106
1024001095,Takko HQ,Functional,Operational,Shop,,,,takkohq@gmail.com,,,109
1024001096,Decathlon Beograd Visnjicka,Functional,Operational,Shop,,,,decathlonbeograd@gmail.com,Visnjicka 86,,123
1024001097,Idea 554 Sremska Mitrovica,Functional,Operational,Shop,,,,mp554@mercator.rs,"Arsenija Čarnojevića bb,",,112
1024001098,NKD 5052 Pula,Functional,Operational,Shop,,,,nkd5052pula@gmail.com,,,121
1024001100,M1024 Koton Kenitra Morocco,Functional,Operational,Shop,,,,STOREM1024@koton.com,"Pac Kenitra, TC Marjane",,145
1024001101,Y137 Jysk Vrsac,Functional,Operational,Shop,,,,Y137JyskVrsac@gmail.com,Nikola Nešković 39,,106
1024001102,Y136 Jysk Lazarevac,Functional,Operational,Shop,+381 6257 2572,,,Y136yskLazarevac@gmail.com,Dimitrije Tucović bb,,106
